"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Input times","["2023-01-02T21:18:00.000", "2023-01-03T21:36:00.000", ... , "2042-12-30T01:12:00.000", "2042-12-31T02:18:00.000"], items=4496"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"2024-02-21 22:00:00.000000 UTC","2460362.4166666665 JD UTC"
"2024-02-22 22:42:00.000000 UTC","2460363.4458333333 JD UTC"
"2024-02-23 23:18:00.000000 UTC","2460364.4708333330 JD UTC"
"2024-02-25 00:06:00.000000 UTC","2460365.5041666670 JD UTC"
"2024-02-26 01:24:00.000000 UTC","2460366.5583333330 JD UTC"
"2024-03-04 19:18:00.000000 UTC","2460374.3041666667 JD UTC"
"2024-03-05 19:42:00.000000 UTC","2460375.3208333333 JD UTC"
"2024-03-06 20:18:00.000000 UTC","2460376.3458333330 JD UTC"
"2024-03-07 20:54:00.000000 UTC","2460377.3708333330 JD UTC"
"2024-03-08 21:42:00.000000 UTC","2460378.4041666670 JD UTC"
"2024-03-09 22:30:00.000000 UTC","2460379.4375000000 JD UTC"
"2024-03-10 23:24:00.000000 UTC","2460380.4750000000 JD UTC"
"2024-03-12 00:42:00.000000 UTC","2460381.5291666670 JD UTC"
"2024-03-12 13:30:00.000000 UTC","2460382.0625000000 JD UTC"
"2024-03-13 14:00:00.000000 UTC","2460383.0833333335 JD UTC"
"2024-03-14 14:48:00.000000 UTC","2460384.1166666667 JD UTC"
"2024-03-15 15:48:00.000000 UTC","2460385.1583333330 JD UTC"
"2024-03-16 17:06:00.000000 UTC","2460386.2125000000 JD UTC"
"2024-03-17 18:18:00.000000 UTC","2460387.2625000000 JD UTC"
"2024-03-18 19:24:00.000000 UTC","2460388.3083333330 JD UTC"
"2024-03-19 20:18:00.000000 UTC","2460389.3458333330 JD UTC"
"2024-03-20 21:06:00.000000 UTC","2460390.3791666670 JD UTC"
"2024-03-21 21:54:00.000000 UTC","2460391.4125000000 JD UTC"
