"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Time windows","["1980-01-06 08:17:58.410835 UTC to 1980-01-06 08:17:58.410835 UTC", ... , "2080-12-19 12:52:50.486181 UTC to 2080-12-19 12:52:50.486181 UTC"], items=2711"
"Step","1 hours"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"1992-06-29 23:02:49.416054 UTC","2448803.4602941675 JD UTC"
"1992-07-12 22:41:44.490620 UTC","2448816.4456538265 JD UTC"
"1992-07-27 08:30:10.773700 UTC","2448830.8542913620 JD UTC"
"1992-08-09 02:30:53.689207 UTC","2448843.6047880696 JD UTC"
"1992-08-23 15:16:45.141847 UTC","2448858.1366335860 JD UTC"
"1992-09-05 04:35:58.164970 UTC","2448870.6916454280 JD UTC"
"1992-09-19 18:12:40.008628 UTC","2448885.2587963960 JD UTC"
"1992-10-02 07:01:42.005888 UTC","2448897.7928472900 JD UTC"
"1992-10-16 19:23:33.898163 UTC","2448912.3080312290 JD UTC"
"1992-10-29 12:03:53.635311 UTC","2448925.0027041123 JD UTC"
"1992-11-12 22:41:59.602057 UTC","2448939.4458287274 JD UTC"
"1992-11-25 19:41:51.755412 UTC","2448952.3207379100 JD UTC"
"1992-12-10 05:58:41.537066 UTC","2448966.7490918640 JD UTC"
"1992-12-23 03:28:27.595667 UTC","2448979.6447638390 JD UTC"
"1993-01-06 15:30:28.418288 UTC","2448994.1461622487 JD UTC"
"1993-01-19 08:37:57.476526 UTC","2449006.8596930155 JD UTC"
"1993-02-02 23:38:03.150881 UTC","2449021.4847586910 JD UTC"
"1993-02-15 10:38:10.722896 UTC","2449033.9431796633 JD UTC"
"1993-03-02 03:51:32.267150 UTC","2449048.6607901290 JD UTC"
"1993-03-14 12:12:43.027272 UTC","2449061.0088313343 JD UTC"
