"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Input times","["2023-01-02T23:48:00.000", "2023-01-04T00:54:00.000", ... , "2042-12-30T05:00:00.000", "2042-12-31T05:18:00.000"], items=4496"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"2023-08-11 10:54:00.000000 UTC","2460167.9541666666 JD UTC"
"2023-08-12 12:00:00.000000 UTC","2460169.0000000000 JD UTC"
"2023-08-13 12:48:00.000000 UTC","2460170.0333333330 JD UTC"
"2023-08-14 13:24:00.000000 UTC","2460171.0583333330 JD UTC"
"2023-08-15 13:54:00.000000 UTC","2460172.0791666666 JD UTC"
"2023-08-16 14:12:00.000000 UTC","2460173.0916666670 JD UTC"
"2023-08-17 14:24:00.000000 UTC","2460174.1000000000 JD UTC"
"2023-08-26 09:42:00.000000 UTC","2460182.9041666670 JD UTC"
"2023-08-27 11:18:00.000000 UTC","2460183.9708333330 JD UTC"
"2023-08-28 12:30:00.000000 UTC","2460185.0208333335 JD UTC"
"2023-08-29 13:18:00.000000 UTC","2460186.0541666667 JD UTC"
"2023-08-30 13:54:00.000000 UTC","2460187.0791666666 JD UTC"
"2023-08-31 14:24:00.000000 UTC","2460188.1000000000 JD UTC"
"2023-09-01 14:42:00.000000 UTC","2460189.1125000000 JD UTC"
"2023-09-02 14:18:00.000000 UTC","2460190.0958333330 JD UTC"
"2023-09-09 09:42:00.000000 UTC","2460196.9041666670 JD UTC"
"2023-09-10 10:48:00.000000 UTC","2460197.9500000000 JD UTC"
"2023-09-11 11:30:00.000000 UTC","2460198.9791666665 JD UTC"
"2023-09-12 12:00:00.000000 UTC","2460200.0000000000 JD UTC"
"2023-09-13 12:00:00.000000 UTC","2460201.0000000000 JD UTC"
"2023-09-23 07:30:00.000000 UTC","2460210.8125000000 JD UTC"
"2023-09-24 09:30:00.000000 UTC","2460211.8958333335 JD UTC"
"2023-09-25 10:42:00.000000 UTC","2460212.9458333333 JD UTC"
"2023-09-26 11:36:00.000000 UTC","2460213.9833333334 JD UTC"
"2023-09-27 12:12:00.000000 UTC","2460215.0083333333 JD UTC"
"2023-09-28 12:36:00.000000 UTC","2460216.0250000000 JD UTC"
"2023-09-29 12:30:00.000000 UTC","2460217.0208333335 JD UTC"
"2023-10-01 02:24:00.000000 UTC","2460218.6000000000 JD UTC"
"2023-10-02 03:30:00.000000 UTC","2460219.6458333335 JD UTC"
