"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Time windows","["1980-01-17 21:44:41.395938 UTC to 1980-01-17 21:44:41.395938 UTC", ... , "2080-12-11 07:01:34.155673 UTC to 2080-12-11 07:01:34.155673 UTC"], items=1249"
"Step","1 hours"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"1998-03-28 02:53:23.036810 UTC","2450900.6204055184 JD UTC"
"1998-04-26 11:19:29.524145 UTC","2450929.9718694924 JD UTC"
"1998-05-25 19:31:17.373298 UTC","2450959.3133955244 JD UTC"
"1998-06-24 04:13:29.863539 UTC","2450988.6760400874 JD UTC"
"1998-07-23 14:10:49.161743 UTC","2451018.0908467793 JD UTC"
"1998-08-22 02:06:47.872819 UTC","2451047.5880540838 JD UTC"
"1998-09-20 16:35:34.636306 UTC","2451077.1913731050 JD UTC"
"1998-10-20 09:40:15.877670 UTC","2451106.9029615470 JD UTC"
"1998-11-19 04:27:17.251747 UTC","2451136.6856163396 JD UTC"
"1998-12-18 23:11:43.217225 UTC","2451166.4664724220 JD UTC"
"1999-01-17 16:10:46.643195 UTC","2451196.1741509630 JD UTC"
"1999-02-16 06:34:10.275055 UTC","2451225.7737300354 JD UTC"
"1999-03-17 18:23:15.105638 UTC","2451255.2661470560 JD UTC"
"1999-04-16 04:04:09.960730 UTC","2451284.6695597307 JD UTC"
"1999-05-15 12:11:36.677579 UTC","2451314.0080633980 JD UTC"
"1999-06-13 19:27:23.622838 UTC","2451343.3106900794 JD UTC"
"1999-07-13 02:43:41.020272 UTC","2451372.6136692160 JD UTC"
"1999-08-11 11:03:41.792699 UTC","2451401.9609003784 JD UTC"
"1999-09-09 21:35:16.014860 UTC","2451431.3994909130 JD UTC"
"1999-10-09 11:12:01.520622 UTC","2451460.9666842665 JD UTC"
"1999-11-08 04:02:00.334160 UTC","2451490.6680594230 JD UTC"
"1999-12-07 23:05:15.348453 UTC","2451520.4619831997 JD UTC"
"2000-01-06 18:34:48.626799 UTC","2451550.2741739214 JD UTC"
"2000-02-05 12:49:58.797832 UTC","2451580.0347083080 JD UTC"
"2000-03-06 04:47:22.013365 UTC","2451609.6995603400 JD UTC"
"2000-04-04 17:58:55.976113 UTC","2451639.2492589830 JD UTC"
"2000-05-04 04:26:21.933754 UTC","2451668.6849760850 JD UTC"
"2000-06-02 12:39:50.907002 UTC","2451698.0276725350 JD UTC"
"2000-07-01 19:33:01.594641 UTC","2451727.3146017897 JD UTC"
"2000-07-31 02:13:38.920276 UTC","2451756.5928115775 JD UTC"
"2000-08-29 09:53:48.041334 UTC","2451785.9123615897 JD UTC"
"2000-09-27 19:39:01.862786 UTC","2451815.3187715600 JD UTC"
"2000-10-27 08:13:17.215184 UTC","2451844.8425603610 JD UTC"
"2000-11-25 23:43:27.125344 UTC","2451874.4885083954 JD UTC"
"2000-12-25 17:35:39.958405 UTC","2451904.2331013703 JD UTC"
"2001-01-24 12:45:48.050814 UTC","2451934.0318061435 JD UTC"
